candidato,votos,porcentaje,nivel,region,distrito,comuna
JEANNETTE JARA ROMAN,4808,18.71,comuna,DE LOS RIOS,DISTRITO 24,RIO BUENO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,265,1.03,comuna,DE LOS RIOS,DISTRITO 24,RIO BUENO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,4570,17.79,comuna,DE LOS RIOS,DISTRITO 24,RIO BUENO
JOSE ANTONIO KAST RIST,7616,29.64,comuna,DE LOS RIOS,DISTRITO 24,RIO BUENO
EDUARDO ANTONIO ARTES BRICHETTI,151,0.59,comuna,DE LOS RIOS,DISTRITO 24,RIO BUENO
EVELYN MATTHEI FORNET,2494,9.709999999999999,comuna,DE LOS RIOS,DISTRITO 24,RIO BUENO
HAROLD MAYNE-NICHOLLS SECUL,230,0.9,comuna,DE LOS RIOS,DISTRITO 24,RIO BUENO
FRANCO PARISI FERNANDEZ,20602,16.979999999999997,comuna,DE LOS RIOS,DISTRITO 24,VALDIVIA
JEANNETTE JARA ROMAN,37652,31.03,comuna,DE LOS RIOS,DISTRITO 24,VALDIVIA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,1294,1.07,comuna,DE LOS RIOS,DISTRITO 24,VALDIVIA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,17565,14.47,comuna,DE LOS RIOS,DISTRITO 24,VALDIVIA
JOSE ANTONIO KAST RIST,26806,22.09,comuna,DE LOS RIOS,DISTRITO 24,VALDIVIA
EDUARDO ANTONIO ARTES BRICHETTI,1056,0.8700000000000001,comuna,DE LOS RIOS,DISTRITO 24,VALDIVIA
EVELYN MATTHEI FORNET,14489,11.94,comuna,DE LOS RIOS,DISTRITO 24,VALDIVIA
HAROLD MAYNE-NICHOLLS SECUL,1895,1.56,comuna,DE LOS RIOS,DISTRITO 24,VALDIVIA
FRANCO PARISI FERNANDEZ,140647,21.82,region,DE LOS LAGOS,NA,NA
JEANNETTE JARA ROMAN,142479,22.110000000000003,region,DE LOS LAGOS,NA,NA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,6879,1.07,region,DE LOS LAGOS,NA,NA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,104082,16.150000000000002,region,DE LOS LAGOS,NA,NA
JOSE ANTONIO KAST RIST,174710,27.110000000000003,region,DE LOS LAGOS,NA,NA
EDUARDO ANTONIO ARTES BRICHETTI,3965,0.62,region,DE LOS LAGOS,NA,NA
EVELYN MATTHEI FORNET,64397,9.99,region,DE LOS LAGOS,NA,NA
HAROLD MAYNE-NICHOLLS SECUL,7286,1.1300000000000001,region,DE LOS LAGOS,NA,NA
FRANCO PARISI FERNANDEZ,2128,20.479999999999997,comuna,DE LOS LAGOS,DISTRITO 25,FRESIA
JEANNETTE JARA ROMAN,2184,21.02,comuna,DE LOS LAGOS,DISTRITO 25,FRESIA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,122,1.1700000000000002,comuna,DE LOS LAGOS,DISTRITO 25,FRESIA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1954,18.8,comuna,DE LOS LAGOS,DISTRITO 25,FRESIA
JOSE ANTONIO KAST RIST,3162,30.43,comuna,DE LOS LAGOS,DISTRITO 25,FRESIA
EDUARDO ANTONIO ARTES BRICHETTI,49,0.47000000000000003,comuna,DE LOS LAGOS,DISTRITO 25,FRESIA
EVELYN MATTHEI FORNET,724,6.970000000000001,comuna,DE LOS LAGOS,DISTRITO 25,FRESIA
HAROLD MAYNE-NICHOLLS SECUL,69,0.6599999999999999,comuna,DE LOS LAGOS,DISTRITO 25,FRESIA
FRANCO PARISI FERNANDEZ,3731,21.759999999999998,comuna,DE LOS LAGOS,DISTRITO 25,FRUTILLAR
JEANNETTE JARA ROMAN,3522,20.54,comuna,DE LOS LAGOS,DISTRITO 25,FRUTILLAR
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,150,0.8700000000000001,comuna,DE LOS LAGOS,DISTRITO 25,FRUTILLAR
JOHANNES KAISER BARENTS-VON HOHENHAGEN,3067,17.89,comuna,DE LOS LAGOS,DISTRITO 25,FRUTILLAR
JOSE ANTONIO KAST RIST,4809,28.05,comuna,DE LOS LAGOS,DISTRITO 25,FRUTILLAR
EDUARDO ANTONIO ARTES BRICHETTI,59,0.33999999999999997,comuna,DE LOS LAGOS,DISTRITO 25,FRUTILLAR
EVELYN MATTHEI FORNET,1677,9.78,comuna,DE LOS LAGOS,DISTRITO 25,FRUTILLAR
HAROLD MAYNE-NICHOLLS SECUL,129,0.75,comuna,DE LOS LAGOS,DISTRITO 25,FRUTILLAR
FRANCO PARISI FERNANDEZ,3514,24.12,comuna,DE LOS LAGOS,DISTRITO 25,LLANQUIHUE
JEANNETTE JARA ROMAN,3078,21.130000000000003,comuna,DE LOS LAGOS,DISTRITO 25,LLANQUIHUE
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,155,1.06,comuna,DE LOS LAGOS,DISTRITO 25,LLANQUIHUE
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2499,17.150000000000002,comuna,DE LOS LAGOS,DISTRITO 25,LLANQUIHUE
JOSE ANTONIO KAST RIST,3878,26.62,comuna,DE LOS LAGOS,DISTRITO 25,LLANQUIHUE
EDUARDO ANTONIO ARTES BRICHETTI,60,0.41000000000000003,comuna,DE LOS LAGOS,DISTRITO 25,LLANQUIHUE
EVELYN MATTHEI FORNET,1245,8.55,comuna,DE LOS LAGOS,DISTRITO 25,LLANQUIHUE
HAROLD MAYNE-NICHOLLS SECUL,139,0.9500000000000001,comuna,DE LOS LAGOS,DISTRITO 25,LLANQUIHUE
FRANCO PARISI FERNANDEZ,2775,19.22,comuna,DE LOS LAGOS,DISTRITO 25,LOS MUERMOS
JEANNETTE JARA ROMAN,2029,14.05,comuna,DE LOS LAGOS,DISTRITO 25,LOS MUERMOS
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,134,0.93,comuna,DE LOS LAGOS,DISTRITO 25,LOS MUERMOS
JOHANNES KAISER BARENTS-VON HOHENHAGEN,3407,23.6,comuna,DE LOS LAGOS,DISTRITO 25,LOS MUERMOS
JOSE ANTONIO KAST RIST,4861,33.67,comuna,DE LOS LAGOS,DISTRITO 25,LOS MUERMOS
EDUARDO ANTONIO ARTES BRICHETTI,52,0.36,comuna,DE LOS LAGOS,DISTRITO 25,LOS MUERMOS
EVELYN MATTHEI FORNET,1088,7.54,comuna,DE LOS LAGOS,DISTRITO 25,LOS MUERMOS
HAROLD MAYNE-NICHOLLS SECUL,93,0.64,comuna,DE LOS LAGOS,DISTRITO 25,LOS MUERMOS
FRANCO PARISI FERNANDEZ,25522,21.02,comuna,DE LOS LAGOS,DISTRITO 25,OSORNO
JEANNETTE JARA ROMAN,30044,24.75,comuna,DE LOS LAGOS,DISTRITO 25,OSORNO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,1250,1.03,comuna,DE LOS LAGOS,DISTRITO 25,OSORNO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,19988,16.459999999999997,comuna,DE LOS LAGOS,DISTRITO 25,OSORNO
JOSE ANTONIO KAST RIST,29845,24.58,comuna,DE LOS LAGOS,DISTRITO 25,OSORNO
EDUARDO ANTONIO ARTES BRICHETTI,857,0.71,comuna,DE LOS LAGOS,DISTRITO 25,OSORNO
EVELYN MATTHEI FORNET,12377,10.19,comuna,DE LOS LAGOS,DISTRITO 25,OSORNO
HAROLD MAYNE-NICHOLLS SECUL,1520,1.25,comuna,DE LOS LAGOS,DISTRITO 25,OSORNO
FRANCO PARISI FERNANDEZ,2058,27.18,comuna,DE LOS LAGOS,DISTRITO 25,PUERTO OCTAY
JEANNETTE JARA ROMAN,1931,25.5,comuna,DE LOS LAGOS,DISTRITO 25,PUERTO OCTAY
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,73,0.96,comuna,DE LOS LAGOS,DISTRITO 25,PUERTO OCTAY
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1159,15.31,comuna,DE LOS LAGOS,DISTRITO 25,PUERTO OCTAY
JOSE ANTONIO KAST RIST,1761,23.259999999999998,comuna,DE LOS LAGOS,DISTRITO 25,PUERTO OCTAY
EDUARDO ANTONIO ARTES BRICHETTI,39,0.52,comuna,DE LOS LAGOS,DISTRITO 25,PUERTO OCTAY
EVELYN MATTHEI FORNET,509,6.72,comuna,DE LOS LAGOS,DISTRITO 25,PUERTO OCTAY
HAROLD MAYNE-NICHOLLS SECUL,42,0.55,comuna,DE LOS LAGOS,DISTRITO 25,PUERTO OCTAY
FRANCO PARISI FERNANDEZ,5457,13.43,comuna,DE LOS LAGOS,DISTRITO 25,PUERTO VARAS
JEANNETTE JARA ROMAN,8451,20.8,comuna,DE LOS LAGOS,DISTRITO 25,PUERTO VARAS
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,335,0.8200000000000001,comuna,DE LOS LAGOS,DISTRITO 25,PUERTO VARAS
JOHANNES KAISER BARENTS-VON HOHENHAGEN,7128,17.54,comuna,DE LOS LAGOS,DISTRITO 25,PUERTO VARAS
JOSE ANTONIO KAST RIST,11674,28.73,comuna,DE LOS LAGOS,DISTRITO 25,PUERTO VARAS
EDUARDO ANTONIO ARTES BRICHETTI,208,0.51,comuna,DE LOS LAGOS,DISTRITO 25,PUERTO VARAS
EVELYN MATTHEI FORNET,6769,16.66,comuna,DE LOS LAGOS,DISTRITO 25,PUERTO VARAS
HAROLD MAYNE-NICHOLLS SECUL,608,1.5,comuna,DE LOS LAGOS,DISTRITO 25,PUERTO VARAS
FRANCO PARISI FERNANDEZ,3540,21.779999999999998,comuna,DE LOS LAGOS,DISTRITO 25,PURRANQUE
JEANNETTE JARA ROMAN,3239,19.93,comuna,DE LOS LAGOS,DISTRITO 25,PURRANQUE
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,181,1.11,comuna,DE LOS LAGOS,DISTRITO 25,PURRANQUE
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2919,17.959999999999997,comuna,DE LOS LAGOS,DISTRITO 25,PURRANQUE
JOSE ANTONIO KAST RIST,4910,30.21,comuna,DE LOS LAGOS,DISTRITO 25,PURRANQUE
EDUARDO ANTONIO ARTES BRICHETTI,100,0.62,comuna,DE LOS LAGOS,DISTRITO 25,PURRANQUE
EVELYN MATTHEI FORNET,1206,7.42,comuna,DE LOS LAGOS,DISTRITO 25,PURRANQUE
HAROLD MAYNE-NICHOLLS SECUL,159,0.98,comuna,DE LOS LAGOS,DISTRITO 25,PURRANQUE
FRANCO PARISI FERNANDEZ,2357,22.53,comuna,DE LOS LAGOS,DISTRITO 25,PUYEHUE
JEANNETTE JARA ROMAN,2195,20.979999999999997,comuna,DE LOS LAGOS,DISTRITO 25,PUYEHUE
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,128,1.22,comuna,DE LOS LAGOS,DISTRITO 25,PUYEHUE
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1866,17.830000000000002,comuna,DE LOS LAGOS,DISTRITO 25,PUYEHUE
JOSE ANTONIO KAST RIST,3032,28.979999999999997,comuna,DE LOS LAGOS,DISTRITO 25,PUYEHUE
EDUARDO ANTONIO ARTES BRICHETTI,44,0.42000000000000004,comuna,DE LOS LAGOS,DISTRITO 25,PUYEHUE
EVELYN MATTHEI FORNET,766,7.319999999999999,comuna,DE LOS LAGOS,DISTRITO 25,PUYEHUE
HAROLD MAYNE-NICHOLLS SECUL,75,0.72,comuna,DE LOS LAGOS,DISTRITO 25,PUYEHUE
FRANCO PARISI FERNANDEZ,2457,22.35,comuna,DE LOS LAGOS,DISTRITO 25,RIO NEGRO
JEANNETTE JARA ROMAN,2346,21.34,comuna,DE LOS LAGOS,DISTRITO 25,RIO NEGRO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,124,1.1300000000000001,comuna,DE LOS LAGOS,DISTRITO 25,RIO NEGRO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2030,18.459999999999997,comuna,DE LOS LAGOS,DISTRITO 25,RIO NEGRO
JOSE ANTONIO KAST RIST,3034,27.6,comuna,DE LOS LAGOS,DISTRITO 25,RIO NEGRO
EDUARDO ANTONIO ARTES BRICHETTI,45,0.41000000000000003,comuna,DE LOS LAGOS,DISTRITO 25,RIO NEGRO
EVELYN MATTHEI FORNET,868,7.9,comuna,DE LOS LAGOS,DISTRITO 25,RIO NEGRO
HAROLD MAYNE-NICHOLLS SECUL,90,0.8200000000000001,comuna,DE LOS LAGOS,DISTRITO 25,RIO NEGRO
FRANCO PARISI FERNANDEZ,1695,24.459999999999997,comuna,DE LOS LAGOS,DISTRITO 25,SAN JUAN DE LA COSTA
JEANNETTE JARA ROMAN,1795,25.9,comuna,DE LOS LAGOS,DISTRITO 25,SAN JUAN DE LA COSTA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,111,1.6,comuna,DE LOS LAGOS,DISTRITO 25,SAN JUAN DE LA COSTA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1033,14.91,comuna,DE LOS LAGOS,DISTRITO 25,SAN JUAN DE LA COSTA
JOSE ANTONIO KAST RIST,1695,24.459999999999997,comuna,DE LOS LAGOS,DISTRITO 25,SAN JUAN DE LA COSTA
EDUARDO ANTONIO ARTES BRICHETTI,50,0.72,comuna,DE LOS LAGOS,DISTRITO 25,SAN JUAN DE LA COSTA
EVELYN MATTHEI FORNET,498,7.1899999999999995,comuna,DE LOS LAGOS,DISTRITO 25,SAN JUAN DE LA COSTA
HAROLD MAYNE-NICHOLLS SECUL,53,0.76,comuna,DE LOS LAGOS,DISTRITO 25,SAN JUAN DE LA COSTA
FRANCO PARISI FERNANDEZ,1897,21.84,comuna,DE LOS LAGOS,DISTRITO 25,SAN PABLO
JEANNETTE JARA ROMAN,1927,22.18,comuna,DE LOS LAGOS,DISTRITO 25,SAN PABLO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,109,1.25,comuna,DE LOS LAGOS,DISTRITO 25,SAN PABLO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1476,16.99,comuna,DE LOS LAGOS,DISTRITO 25,SAN PABLO
JOSE ANTONIO KAST RIST,2406,27.7,comuna,DE LOS LAGOS,DISTRITO 25,SAN PABLO
EDUARDO ANTONIO ARTES BRICHETTI,47,0.54,comuna,DE LOS LAGOS,DISTRITO 25,SAN PABLO
EVELYN MATTHEI FORNET,762,8.77,comuna,DE LOS LAGOS,DISTRITO 25,SAN PABLO
HAROLD MAYNE-NICHOLLS SECUL,63,0.73,comuna,DE LOS LAGOS,DISTRITO 25,SAN PABLO
FRANCO PARISI FERNANDEZ,7158,22.939999999999998,comuna,DE LOS LAGOS,DISTRITO 26,ANCUD
JEANNETTE JARA ROMAN,7192,23.05,comuna,DE LOS LAGOS,DISTRITO 26,ANCUD
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,400,1.28,comuna,DE LOS LAGOS,DISTRITO 26,ANCUD
JOHANNES KAISER BARENTS-VON HOHENHAGEN,4575,14.66,comuna,DE LOS LAGOS,DISTRITO 26,ANCUD
JOSE ANTONIO KAST RIST,8638,27.69,comuna,DE LOS LAGOS,DISTRITO 26,ANCUD
EDUARDO ANTONIO ARTES BRICHETTI,178,0.5700000000000001,comuna,DE LOS LAGOS,DISTRITO 26,ANCUD
EVELYN MATTHEI FORNET,2685,8.61,comuna,DE LOS LAGOS,DISTRITO 26,ANCUD
HAROLD MAYNE-NICHOLLS SECUL,375,1.2,comuna,DE LOS LAGOS,DISTRITO 26,ANCUD
FRANCO PARISI FERNANDEZ,6543,24.86,comuna,DE LOS LAGOS,DISTRITO 26,CALBUCO
JEANNETTE JARA ROMAN,4818,18.310000000000002,comuna,DE LOS LAGOS,DISTRITO 26,CALBUCO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,303,1.1500000000000001,comuna,DE LOS LAGOS,DISTRITO 26,CALBUCO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,3618,13.75,comuna,DE LOS LAGOS,DISTRITO 26,CALBUCO
JOSE ANTONIO KAST RIST,8414,31.97,comuna,DE LOS LAGOS,DISTRITO 26,CALBUCO
EDUARDO ANTONIO ARTES BRICHETTI,160,0.61,comuna,DE LOS LAGOS,DISTRITO 26,CALBUCO
EVELYN MATTHEI FORNET,2227,8.46,comuna,DE LOS LAGOS,DISTRITO 26,CALBUCO
HAROLD MAYNE-NICHOLLS SECUL,235,0.89,comuna,DE LOS LAGOS,DISTRITO 26,CALBUCO
FRANCO PARISI FERNANDEZ,8198,24.06,comuna,DE LOS LAGOS,DISTRITO 26,CASTRO
JEANNETTE JARA ROMAN,8861,26,comuna,DE LOS LAGOS,DISTRITO 26,CASTRO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,398,1.1700000000000002,comuna,DE LOS LAGOS,DISTRITO 26,CASTRO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,4537,13.31,comuna,DE LOS LAGOS,DISTRITO 26,CASTRO
JOSE ANTONIO KAST RIST,8208,24.09,comuna,DE LOS LAGOS,DISTRITO 26,CASTRO
EDUARDO ANTONIO ARTES BRICHETTI,243,0.71,comuna,DE LOS LAGOS,DISTRITO 26,CASTRO
EVELYN MATTHEI FORNET,3201,9.39,comuna,DE LOS LAGOS,DISTRITO 26,CASTRO
HAROLD MAYNE-NICHOLLS SECUL,430,1.26,comuna,DE LOS LAGOS,DISTRITO 26,CASTRO
FRANCO PARISI FERNANDEZ,444,13.82,comuna,DE LOS LAGOS,DISTRITO 26,CHAITEN
JEANNETTE JARA ROMAN,770,23.97,comuna,DE LOS LAGOS,DISTRITO 26,CHAITEN
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,22,0.6799999999999999,comuna,DE LOS LAGOS,DISTRITO 26,CHAITEN
JOHANNES KAISER BARENTS-VON HOHENHAGEN,811,25.24,comuna,DE LOS LAGOS,DISTRITO 26,CHAITEN
JOSE ANTONIO KAST RIST,864,26.89,comuna,DE LOS LAGOS,DISTRITO 26,CHAITEN
EDUARDO ANTONIO ARTES BRICHETTI,9,0.28,comuna,DE LOS LAGOS,DISTRITO 26,CHAITEN
EVELYN MATTHEI FORNET,260,8.09,comuna,DE LOS LAGOS,DISTRITO 26,CHAITEN
HAROLD MAYNE-NICHOLLS SECUL,33,1.03,comuna,DE LOS LAGOS,DISTRITO 26,CHAITEN
FRANCO PARISI FERNANDEZ,3423,29.71,comuna,DE LOS LAGOS,DISTRITO 26,CHONCHI
JEANNETTE JARA ROMAN,2786,24.18,comuna,DE LOS LAGOS,DISTRITO 26,CHONCHI
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,114,0.99,comuna,DE LOS LAGOS,DISTRITO 26,CHONCHI
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1171,10.16,comuna,DE LOS LAGOS,DISTRITO 26,CHONCHI
JOSE ANTONIO KAST RIST,2851,24.75,comuna,DE LOS LAGOS,DISTRITO 26,CHONCHI
EDUARDO ANTONIO ARTES BRICHETTI,66,0.5700000000000001,comuna,DE LOS LAGOS,DISTRITO 26,CHONCHI
EVELYN MATTHEI FORNET,991,8.6,comuna,DE LOS LAGOS,DISTRITO 26,CHONCHI
HAROLD MAYNE-NICHOLLS SECUL,118,1.02,comuna,DE LOS LAGOS,DISTRITO 26,CHONCHI
FRANCO PARISI FERNANDEZ,529,15.219999999999999,comuna,DE LOS LAGOS,DISTRITO 26,COCHAMO
JEANNETTE JARA ROMAN,589,16.939999999999998,comuna,DE LOS LAGOS,DISTRITO 26,COCHAMO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,51,1.47,comuna,DE LOS LAGOS,DISTRITO 26,COCHAMO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,727,20.91,comuna,DE LOS LAGOS,DISTRITO 26,COCHAMO
JOSE ANTONIO KAST RIST,1212,34.87,comuna,DE LOS LAGOS,DISTRITO 26,COCHAMO
EDUARDO ANTONIO ARTES BRICHETTI,32,0.92,comuna,DE LOS LAGOS,DISTRITO 26,COCHAMO
EVELYN MATTHEI FORNET,296,8.52,comuna,DE LOS LAGOS,DISTRITO 26,COCHAMO
HAROLD MAYNE-NICHOLLS SECUL,40,1.1500000000000001,comuna,DE LOS LAGOS,DISTRITO 26,COCHAMO
FRANCO PARISI FERNANDEZ,745,25.66,comuna,DE LOS LAGOS,DISTRITO 26,CURACO DE VELEZ
JEANNETTE JARA ROMAN,650,22.39,comuna,DE LOS LAGOS,DISTRITO 26,CURACO DE VELEZ
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,36,1.24,comuna,DE LOS LAGOS,DISTRITO 26,CURACO DE VELEZ
JOHANNES KAISER BARENTS-VON HOHENHAGEN,367,12.639999999999999,comuna,DE LOS LAGOS,DISTRITO 26,CURACO DE VELEZ
JOSE ANTONIO KAST RIST,840,28.939999999999998,comuna,DE LOS LAGOS,DISTRITO 26,CURACO DE VELEZ
EDUARDO ANTONIO ARTES BRICHETTI,17,0.59,comuna,DE LOS LAGOS,DISTRITO 26,CURACO DE VELEZ
EVELYN MATTHEI FORNET,223,7.68,comuna,DE LOS LAGOS,DISTRITO 26,CURACO DE VELEZ
HAROLD MAYNE-NICHOLLS SECUL,25,0.8600000000000001,comuna,DE LOS LAGOS,DISTRITO 26,CURACO DE VELEZ
FRANCO PARISI FERNANDEZ,3468,30.03,comuna,DE LOS LAGOS,DISTRITO 26,DALCAHUE
JEANNETTE JARA ROMAN,2254,19.52,comuna,DE LOS LAGOS,DISTRITO 26,DALCAHUE
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,117,1.01,comuna,DE LOS LAGOS,DISTRITO 26,DALCAHUE
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1383,11.97,comuna,DE LOS LAGOS,DISTRITO 26,DALCAHUE
JOSE ANTONIO KAST RIST,3310,28.66,comuna,DE LOS LAGOS,DISTRITO 26,DALCAHUE
EDUARDO ANTONIO ARTES BRICHETTI,71,0.61,comuna,DE LOS LAGOS,DISTRITO 26,DALCAHUE
EVELYN MATTHEI FORNET,838,7.26,comuna,DE LOS LAGOS,DISTRITO 26,DALCAHUE
HAROLD MAYNE-NICHOLLS SECUL,109,0.9400000000000001,comuna,DE LOS LAGOS,DISTRITO 26,DALCAHUE
FRANCO PARISI FERNANDEZ,217,10.06,comuna,DE LOS LAGOS,DISTRITO 26,FUTALEUFU
JEANNETTE JARA ROMAN,475,22.02,comuna,DE LOS LAGOS,DISTRITO 26,FUTALEUFU
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,23,1.07,comuna,DE LOS LAGOS,DISTRITO 26,FUTALEUFU
JOHANNES KAISER BARENTS-VON HOHENHAGEN,671,31.110000000000003,comuna,DE LOS LAGOS,DISTRITO 26,FUTALEUFU
JOSE ANTONIO KAST RIST,529,24.52,comuna,DE LOS LAGOS,DISTRITO 26,FUTALEUFU
EDUARDO ANTONIO ARTES BRICHETTI,18,0.8300000000000001,comuna,DE LOS LAGOS,DISTRITO 26,FUTALEUFU
EVELYN MATTHEI FORNET,203,9.41,comuna,DE LOS LAGOS,DISTRITO 26,FUTALEUFU
HAROLD MAYNE-NICHOLLS SECUL,21,0.97,comuna,DE LOS LAGOS,DISTRITO 26,FUTALEUFU
FRANCO PARISI FERNANDEZ,1577,21.1,comuna,DE LOS LAGOS,DISTRITO 26,HUALAIHUE
JEANNETTE JARA ROMAN,1509,20.19,comuna,DE LOS LAGOS,DISTRITO 26,HUALAIHUE
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,83,1.11,comuna,DE LOS LAGOS,DISTRITO 26,HUALAIHUE
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1310,17.53,comuna,DE LOS LAGOS,DISTRITO 26,HUALAIHUE
JOSE ANTONIO KAST RIST,2196,29.38,comuna,DE LOS LAGOS,DISTRITO 26,HUALAIHUE
EDUARDO ANTONIO ARTES BRICHETTI,53,0.71,comuna,DE LOS LAGOS,DISTRITO 26,HUALAIHUE
EVELYN MATTHEI FORNET,674,9.02,comuna,DE LOS LAGOS,DISTRITO 26,HUALAIHUE
HAROLD MAYNE-NICHOLLS SECUL,72,0.96,comuna,DE LOS LAGOS,DISTRITO 26,HUALAIHUE
FRANCO PARISI FERNANDEZ,2501,21.03,comuna,DE LOS LAGOS,DISTRITO 26,MAULLIN
JEANNETTE JARA ROMAN,2195,18.45,comuna,DE LOS LAGOS,DISTRITO 26,MAULLIN
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,132,1.11,comuna,DE LOS LAGOS,DISTRITO 26,MAULLIN
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1988,16.71,comuna,DE LOS LAGOS,DISTRITO 26,MAULLIN
JOSE ANTONIO KAST RIST,3865,32.5,comuna,DE LOS LAGOS,DISTRITO 26,MAULLIN
EDUARDO ANTONIO ARTES BRICHETTI,69,0.58,comuna,DE LOS LAGOS,DISTRITO 26,MAULLIN
EVELYN MATTHEI FORNET,1042,8.76,comuna,DE LOS LAGOS,DISTRITO 26,MAULLIN
HAROLD MAYNE-NICHOLLS SECUL,102,0.8600000000000001,comuna,DE LOS LAGOS,DISTRITO 26,MAULLIN
FRANCO PARISI FERNANDEZ,141,10.03,comuna,DE LOS LAGOS,DISTRITO 26,PALENA
JEANNETTE JARA ROMAN,353,25.110000000000003,comuna,DE LOS LAGOS,DISTRITO 26,PALENA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,21,1.49,comuna,DE LOS LAGOS,DISTRITO 26,PALENA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,380,27.03,comuna,DE LOS LAGOS,DISTRITO 26,PALENA
JOSE ANTONIO KAST RIST,338,24.04,comuna,DE LOS LAGOS,DISTRITO 26,PALENA
EDUARDO ANTONIO ARTES BRICHETTI,6,0.43000000000000005,comuna,DE LOS LAGOS,DISTRITO 26,PALENA
EVELYN MATTHEI FORNET,152,10.81,comuna,DE LOS LAGOS,DISTRITO 26,PALENA
HAROLD MAYNE-NICHOLLS SECUL,15,1.07,comuna,DE LOS LAGOS,DISTRITO 26,PALENA
FRANCO PARISI FERNANDEZ,36706,20.610000000000003,comuna,DE LOS LAGOS,DISTRITO 26,PUERTO MONTT
JEANNETTE JARA ROMAN,38806,21.779999999999998,comuna,DE LOS LAGOS,DISTRITO 26,PUERTO MONTT
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,1844,1.04,comuna,DE LOS LAGOS,DISTRITO 26,PUERTO MONTT
JOHANNES KAISER BARENTS-VON HOHENHAGEN,28962,16.259999999999998,comuna,DE LOS LAGOS,DISTRITO 26,PUERTO MONTT
JOSE ANTONIO KAST RIST,47759,26.810000000000002,comuna,DE LOS LAGOS,DISTRITO 26,PUERTO MONTT
EDUARDO ANTONIO ARTES BRICHETTI,1223,0.69,comuna,DE LOS LAGOS,DISTRITO 26,PUERTO MONTT
EVELYN MATTHEI FORNET,20510,11.51,comuna,DE LOS LAGOS,DISTRITO 26,PUERTO MONTT
HAROLD MAYNE-NICHOLLS SECUL,2323,1.3,comuna,DE LOS LAGOS,DISTRITO 26,PUERTO MONTT
FRANCO PARISI FERNANDEZ,1291,38.18,comuna,DE LOS LAGOS,DISTRITO 26,PUQUELDON
JEANNETTE JARA ROMAN,720,21.3,comuna,DE LOS LAGOS,DISTRITO 26,PUQUELDON
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,32,0.9500000000000001,comuna,DE LOS LAGOS,DISTRITO 26,PUQUELDON
