candidato,votos,porcentaje,nivel,region,distrito,comuna
FRANCO PARISI FERNANDEZ,4845,21.93,comuna,DE LA ARAUCANIA,DISTRITO 22,VILCUN
JEANNETTE JARA ROMAN,3696,16.73,comuna,DE LA ARAUCANIA,DISTRITO 22,VILCUN
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,247,1.12,comuna,DE LA ARAUCANIA,DISTRITO 22,VILCUN
JOHANNES KAISER BARENTS-VON HOHENHAGEN,3326,15.06,comuna,DE LA ARAUCANIA,DISTRITO 22,VILCUN
JOSE ANTONIO KAST RIST,7715,34.92,comuna,DE LA ARAUCANIA,DISTRITO 22,VILCUN
EDUARDO ANTONIO ARTES BRICHETTI,134,0.61,comuna,DE LA ARAUCANIA,DISTRITO 22,VILCUN
EVELYN MATTHEI FORNET,1956,8.850000000000001,comuna,DE LA ARAUCANIA,DISTRITO 22,VILCUN
HAROLD MAYNE-NICHOLLS SECUL,173,0.7799999999999999,comuna,DE LA ARAUCANIA,DISTRITO 22,VILCUN
FRANCO PARISI FERNANDEZ,3890,20.6,comuna,DE LA ARAUCANIA,DISTRITO 23,CARAHUE
JEANNETTE JARA ROMAN,3773,19.979999999999997,comuna,DE LA ARAUCANIA,DISTRITO 23,CARAHUE
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,244,1.29,comuna,DE LA ARAUCANIA,DISTRITO 23,CARAHUE
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2248,11.9,comuna,DE LA ARAUCANIA,DISTRITO 23,CARAHUE
JOSE ANTONIO KAST RIST,7001,37.07,comuna,DE LA ARAUCANIA,DISTRITO 23,CARAHUE
EDUARDO ANTONIO ARTES BRICHETTI,107,0.5700000000000001,comuna,DE LA ARAUCANIA,DISTRITO 23,CARAHUE
EVELYN MATTHEI FORNET,1510,7.99,comuna,DE LA ARAUCANIA,DISTRITO 23,CARAHUE
HAROLD MAYNE-NICHOLLS SECUL,114,0.6,comuna,DE LA ARAUCANIA,DISTRITO 23,CARAHUE
FRANCO PARISI FERNANDEZ,2960,28.66,comuna,DE LA ARAUCANIA,DISTRITO 23,CHOLCHOL
JEANNETTE JARA ROMAN,1923,18.62,comuna,DE LA ARAUCANIA,DISTRITO 23,CHOLCHOL
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,133,1.29,comuna,DE LA ARAUCANIA,DISTRITO 23,CHOLCHOL
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1174,11.370000000000001,comuna,DE LA ARAUCANIA,DISTRITO 23,CHOLCHOL
JOSE ANTONIO KAST RIST,3107,30.08,comuna,DE LA ARAUCANIA,DISTRITO 23,CHOLCHOL
EDUARDO ANTONIO ARTES BRICHETTI,71,0.69,comuna,DE LA ARAUCANIA,DISTRITO 23,CHOLCHOL
EVELYN MATTHEI FORNET,897,8.68,comuna,DE LA ARAUCANIA,DISTRITO 23,CHOLCHOL
HAROLD MAYNE-NICHOLLS SECUL,64,0.62,comuna,DE LA ARAUCANIA,DISTRITO 23,CHOLCHOL
FRANCO PARISI FERNANDEZ,3169,20.630000000000003,comuna,DE LA ARAUCANIA,DISTRITO 23,CUNCO
JEANNETTE JARA ROMAN,3035,19.759999999999998,comuna,DE LA ARAUCANIA,DISTRITO 23,CUNCO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,143,0.93,comuna,DE LA ARAUCANIA,DISTRITO 23,CUNCO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2290,14.91,comuna,DE LA ARAUCANIA,DISTRITO 23,CUNCO
JOSE ANTONIO KAST RIST,5235,34.09,comuna,DE LA ARAUCANIA,DISTRITO 23,CUNCO
EDUARDO ANTONIO ARTES BRICHETTI,64,0.42000000000000004,comuna,DE LA ARAUCANIA,DISTRITO 23,CUNCO
EVELYN MATTHEI FORNET,1303,8.48,comuna,DE LA ARAUCANIA,DISTRITO 23,CUNCO
HAROLD MAYNE-NICHOLLS SECUL,119,0.77,comuna,DE LA ARAUCANIA,DISTRITO 23,CUNCO
FRANCO PARISI FERNANDEZ,1265,19,comuna,DE LA ARAUCANIA,DISTRITO 23,CURARREHUE
JEANNETTE JARA ROMAN,1225,18.4,comuna,DE LA ARAUCANIA,DISTRITO 23,CURARREHUE
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,56,0.8400000000000001,comuna,DE LA ARAUCANIA,DISTRITO 23,CURARREHUE
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1195,17.95,comuna,DE LA ARAUCANIA,DISTRITO 23,CURARREHUE
JOSE ANTONIO KAST RIST,2434,36.56,comuna,DE LA ARAUCANIA,DISTRITO 23,CURARREHUE
EDUARDO ANTONIO ARTES BRICHETTI,35,0.53,comuna,DE LA ARAUCANIA,DISTRITO 23,CURARREHUE
EVELYN MATTHEI FORNET,404,6.07,comuna,DE LA ARAUCANIA,DISTRITO 23,CURARREHUE
HAROLD MAYNE-NICHOLLS SECUL,44,0.6599999999999999,comuna,DE LA ARAUCANIA,DISTRITO 23,CURARREHUE
FRANCO PARISI FERNANDEZ,4263,21.72,comuna,DE LA ARAUCANIA,DISTRITO 23,FREIRE
JEANNETTE JARA ROMAN,3632,18.5,comuna,DE LA ARAUCANIA,DISTRITO 23,FREIRE
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,306,1.56,comuna,DE LA ARAUCANIA,DISTRITO 23,FREIRE
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2811,14.32,comuna,DE LA ARAUCANIA,DISTRITO 23,FREIRE
JOSE ANTONIO KAST RIST,6543,33.33,comuna,DE LA ARAUCANIA,DISTRITO 23,FREIRE
EDUARDO ANTONIO ARTES BRICHETTI,123,0.63,comuna,DE LA ARAUCANIA,DISTRITO 23,FREIRE
EVELYN MATTHEI FORNET,1772,9.03,comuna,DE LA ARAUCANIA,DISTRITO 23,FREIRE
HAROLD MAYNE-NICHOLLS SECUL,181,0.92,comuna,DE LA ARAUCANIA,DISTRITO 23,FREIRE
FRANCO PARISI FERNANDEZ,2310,18.91,comuna,DE LA ARAUCANIA,DISTRITO 23,GORBEA
JEANNETTE JARA ROMAN,2022,16.55,comuna,DE LA ARAUCANIA,DISTRITO 23,GORBEA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,111,0.91,comuna,DE LA ARAUCANIA,DISTRITO 23,GORBEA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2321,19,comuna,DE LA ARAUCANIA,DISTRITO 23,GORBEA
JOSE ANTONIO KAST RIST,4356,35.660000000000004,comuna,DE LA ARAUCANIA,DISTRITO 23,GORBEA
EDUARDO ANTONIO ARTES BRICHETTI,59,0.48000000000000004,comuna,DE LA ARAUCANIA,DISTRITO 23,GORBEA
EVELYN MATTHEI FORNET,939,7.6899999999999995,comuna,DE LA ARAUCANIA,DISTRITO 23,GORBEA
HAROLD MAYNE-NICHOLLS SECUL,99,0.81,comuna,DE LA ARAUCANIA,DISTRITO 23,GORBEA
FRANCO PARISI FERNANDEZ,4384,22.759999999999998,comuna,DE LA ARAUCANIA,DISTRITO 23,LONCOCHE
JEANNETTE JARA ROMAN,3924,20.37,comuna,DE LA ARAUCANIA,DISTRITO 23,LONCOCHE
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,274,1.42,comuna,DE LA ARAUCANIA,DISTRITO 23,LONCOCHE
JOHANNES KAISER BARENTS-VON HOHENHAGEN,3246,16.85,comuna,DE LA ARAUCANIA,DISTRITO 23,LONCOCHE
JOSE ANTONIO KAST RIST,5656,29.36,comuna,DE LA ARAUCANIA,DISTRITO 23,LONCOCHE
EDUARDO ANTONIO ARTES BRICHETTI,96,0.5,comuna,DE LA ARAUCANIA,DISTRITO 23,LONCOCHE
EVELYN MATTHEI FORNET,1511,7.84,comuna,DE LA ARAUCANIA,DISTRITO 23,LONCOCHE
HAROLD MAYNE-NICHOLLS SECUL,175,0.91,comuna,DE LA ARAUCANIA,DISTRITO 23,LONCOCHE
FRANCO PARISI FERNANDEZ,6030,22.84,comuna,DE LA ARAUCANIA,DISTRITO 23,NUEVA IMPERIAL
JEANNETTE JARA ROMAN,5593,21.19,comuna,DE LA ARAUCANIA,DISTRITO 23,NUEVA IMPERIAL
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,396,1.5,comuna,DE LA ARAUCANIA,DISTRITO 23,NUEVA IMPERIAL
JOHANNES KAISER BARENTS-VON HOHENHAGEN,3247,12.3,comuna,DE LA ARAUCANIA,DISTRITO 23,NUEVA IMPERIAL
JOSE ANTONIO KAST RIST,8446,32,comuna,DE LA ARAUCANIA,DISTRITO 23,NUEVA IMPERIAL
EDUARDO ANTONIO ARTES BRICHETTI,216,0.8200000000000001,comuna,DE LA ARAUCANIA,DISTRITO 23,NUEVA IMPERIAL
EVELYN MATTHEI FORNET,2234,8.46,comuna,DE LA ARAUCANIA,DISTRITO 23,NUEVA IMPERIAL
HAROLD MAYNE-NICHOLLS SECUL,235,0.89,comuna,DE LA ARAUCANIA,DISTRITO 23,NUEVA IMPERIAL
FRANCO PARISI FERNANDEZ,13854,25.04,comuna,DE LA ARAUCANIA,DISTRITO 23,PADRE LAS CASAS
JEANNETTE JARA ROMAN,10419,18.830000000000002,comuna,DE LA ARAUCANIA,DISTRITO 23,PADRE LAS CASAS
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,684,1.24,comuna,DE LA ARAUCANIA,DISTRITO 23,PADRE LAS CASAS
JOHANNES KAISER BARENTS-VON HOHENHAGEN,7187,12.99,comuna,DE LA ARAUCANIA,DISTRITO 23,PADRE LAS CASAS
JOSE ANTONIO KAST RIST,17440,31.52,comuna,DE LA ARAUCANIA,DISTRITO 23,PADRE LAS CASAS
EDUARDO ANTONIO ARTES BRICHETTI,349,0.63,comuna,DE LA ARAUCANIA,DISTRITO 23,PADRE LAS CASAS
EVELYN MATTHEI FORNET,4829,8.729999999999999,comuna,DE LA ARAUCANIA,DISTRITO 23,PADRE LAS CASAS
HAROLD MAYNE-NICHOLLS SECUL,568,1.03,comuna,DE LA ARAUCANIA,DISTRITO 23,PADRE LAS CASAS
FRANCO PARISI FERNANDEZ,3682,18.16,comuna,DE LA ARAUCANIA,DISTRITO 23,PITRUFQUEN
JEANNETTE JARA ROMAN,3890,19.19,comuna,DE LA ARAUCANIA,DISTRITO 23,PITRUFQUEN
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,230,1.1300000000000001,comuna,DE LA ARAUCANIA,DISTRITO 23,PITRUFQUEN
JOHANNES KAISER BARENTS-VON HOHENHAGEN,3648,17.99,comuna,DE LA ARAUCANIA,DISTRITO 23,PITRUFQUEN
JOSE ANTONIO KAST RIST,6526,32.190000000000005,comuna,DE LA ARAUCANIA,DISTRITO 23,PITRUFQUEN
EDUARDO ANTONIO ARTES BRICHETTI,115,0.5700000000000001,comuna,DE LA ARAUCANIA,DISTRITO 23,PITRUFQUEN
EVELYN MATTHEI FORNET,2021,9.97,comuna,DE LA ARAUCANIA,DISTRITO 23,PITRUFQUEN
HAROLD MAYNE-NICHOLLS SECUL,161,0.7899999999999999,comuna,DE LA ARAUCANIA,DISTRITO 23,PITRUFQUEN
FRANCO PARISI FERNANDEZ,4246,16.67,comuna,DE LA ARAUCANIA,DISTRITO 23,PUCON
JEANNETTE JARA ROMAN,5779,22.69,comuna,DE LA ARAUCANIA,DISTRITO 23,PUCON
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,301,1.1800000000000002,comuna,DE LA ARAUCANIA,DISTRITO 23,PUCON
JOHANNES KAISER BARENTS-VON HOHENHAGEN,5223,20.51,comuna,DE LA ARAUCANIA,DISTRITO 23,PUCON
JOSE ANTONIO KAST RIST,6590,25.87,comuna,DE LA ARAUCANIA,DISTRITO 23,PUCON
EDUARDO ANTONIO ARTES BRICHETTI,150,0.59,comuna,DE LA ARAUCANIA,DISTRITO 23,PUCON
EVELYN MATTHEI FORNET,2839,11.15,comuna,DE LA ARAUCANIA,DISTRITO 23,PUCON
HAROLD MAYNE-NICHOLLS SECUL,342,1.34,comuna,DE LA ARAUCANIA,DISTRITO 23,PUCON
FRANCO PARISI FERNANDEZ,2278,23.130000000000003,comuna,DE LA ARAUCANIA,DISTRITO 23,SAAVEDRA
JEANNETTE JARA ROMAN,2150,21.830000000000002,comuna,DE LA ARAUCANIA,DISTRITO 23,SAAVEDRA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,137,1.3900000000000001,comuna,DE LA ARAUCANIA,DISTRITO 23,SAAVEDRA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1110,11.27,comuna,DE LA ARAUCANIA,DISTRITO 23,SAAVEDRA
JOSE ANTONIO KAST RIST,3212,32.620000000000005,comuna,DE LA ARAUCANIA,DISTRITO 23,SAAVEDRA
EDUARDO ANTONIO ARTES BRICHETTI,72,0.73,comuna,DE LA ARAUCANIA,DISTRITO 23,SAAVEDRA
EVELYN MATTHEI FORNET,820,8.33,comuna,DE LA ARAUCANIA,DISTRITO 23,SAAVEDRA
HAROLD MAYNE-NICHOLLS SECUL,69,0.7,comuna,DE LA ARAUCANIA,DISTRITO 23,SAAVEDRA
FRANCO PARISI FERNANDEZ,36996,18,comuna,DE LA ARAUCANIA,DISTRITO 23,TEMUCO
JEANNETTE JARA ROMAN,45319,22.05,comuna,DE LA ARAUCANIA,DISTRITO 23,TEMUCO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,2023,0.98,comuna,DE LA ARAUCANIA,DISTRITO 23,TEMUCO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,32198,15.67,comuna,DE LA ARAUCANIA,DISTRITO 23,TEMUCO
JOSE ANTONIO KAST RIST,60336,29.36,comuna,DE LA ARAUCANIA,DISTRITO 23,TEMUCO
EDUARDO ANTONIO ARTES BRICHETTI,1595,0.7799999999999999,comuna,DE LA ARAUCANIA,DISTRITO 23,TEMUCO
EVELYN MATTHEI FORNET,24130,11.739999999999998,comuna,DE LA ARAUCANIA,DISTRITO 23,TEMUCO
HAROLD MAYNE-NICHOLLS SECUL,2912,1.42,comuna,DE LA ARAUCANIA,DISTRITO 23,TEMUCO
FRANCO PARISI FERNANDEZ,2449,20.110000000000003,comuna,DE LA ARAUCANIA,DISTRITO 23,TEODORO SCHMIDT
JEANNETTE JARA ROMAN,1997,16.4,comuna,DE LA ARAUCANIA,DISTRITO 23,TEODORO SCHMIDT
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,131,1.08,comuna,DE LA ARAUCANIA,DISTRITO 23,TEODORO SCHMIDT
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1807,14.84,comuna,DE LA ARAUCANIA,DISTRITO 23,TEODORO SCHMIDT
JOSE ANTONIO KAST RIST,4428,36.36,comuna,DE LA ARAUCANIA,DISTRITO 23,TEODORO SCHMIDT
EDUARDO ANTONIO ARTES BRICHETTI,61,0.5,comuna,DE LA ARAUCANIA,DISTRITO 23,TEODORO SCHMIDT
EVELYN MATTHEI FORNET,1244,10.219999999999999,comuna,DE LA ARAUCANIA,DISTRITO 23,TEODORO SCHMIDT
HAROLD MAYNE-NICHOLLS SECUL,60,0.49,comuna,DE LA ARAUCANIA,DISTRITO 23,TEODORO SCHMIDT
FRANCO PARISI FERNANDEZ,1657,20.56,comuna,DE LA ARAUCANIA,DISTRITO 23,TOLTEN
JEANNETTE JARA ROMAN,1384,17.17,comuna,DE LA ARAUCANIA,DISTRITO 23,TOLTEN
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,111,1.3800000000000001,comuna,DE LA ARAUCANIA,DISTRITO 23,TOLTEN
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1366,16.95,comuna,DE LA ARAUCANIA,DISTRITO 23,TOLTEN
JOSE ANTONIO KAST RIST,2592,32.160000000000004,comuna,DE LA ARAUCANIA,DISTRITO 23,TOLTEN
EDUARDO ANTONIO ARTES BRICHETTI,47,0.58,comuna,DE LA ARAUCANIA,DISTRITO 23,TOLTEN
EVELYN MATTHEI FORNET,848,10.52,comuna,DE LA ARAUCANIA,DISTRITO 23,TOLTEN
HAROLD MAYNE-NICHOLLS SECUL,54,0.6699999999999999,comuna,DE LA ARAUCANIA,DISTRITO 23,TOLTEN
FRANCO PARISI FERNANDEZ,8797,17.4,comuna,DE LA ARAUCANIA,DISTRITO 23,VILLARRICA
JEANNETTE JARA ROMAN,10885,21.53,comuna,DE LA ARAUCANIA,DISTRITO 23,VILLARRICA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,481,0.9500000000000001,comuna,DE LA ARAUCANIA,DISTRITO 23,VILLARRICA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,10621,21.01,comuna,DE LA ARAUCANIA,DISTRITO 23,VILLARRICA
JOSE ANTONIO KAST RIST,13890,27.479999999999997,comuna,DE LA ARAUCANIA,DISTRITO 23,VILLARRICA
EDUARDO ANTONIO ARTES BRICHETTI,302,0.6,comuna,DE LA ARAUCANIA,DISTRITO 23,VILLARRICA
EVELYN MATTHEI FORNET,4980,9.850000000000001,comuna,DE LA ARAUCANIA,DISTRITO 23,VILLARRICA
HAROLD MAYNE-NICHOLLS SECUL,590,1.1700000000000002,comuna,DE LA ARAUCANIA,DISTRITO 23,VILLARRICA
FRANCO PARISI FERNANDEZ,61224,20.27,region,DE LOS RIOS,NA,NA
JEANNETTE JARA ROMAN,73814,24.43,region,DE LOS RIOS,NA,NA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,3170,1.05,region,DE LOS RIOS,NA,NA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,47312,15.66,region,DE LOS RIOS,NA,NA
JOSE ANTONIO KAST RIST,81183,26.87,region,DE LOS RIOS,NA,NA
EDUARDO ANTONIO ARTES BRICHETTI,2054,0.6799999999999999,region,DE LOS RIOS,NA,NA
EVELYN MATTHEI FORNET,29860,9.88,region,DE LOS RIOS,NA,NA
HAROLD MAYNE-NICHOLLS SECUL,3493,1.1600000000000001,region,DE LOS RIOS,NA,NA
FRANCO PARISI FERNANDEZ,952,21.62,comuna,DE LOS RIOS,DISTRITO 24,CORRAL
JEANNETTE JARA ROMAN,1253,28.459999999999997,comuna,DE LOS RIOS,DISTRITO 24,CORRAL
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,53,1.2,comuna,DE LOS RIOS,DISTRITO 24,CORRAL
JOHANNES KAISER BARENTS-VON HOHENHAGEN,711,16.150000000000002,comuna,DE LOS RIOS,DISTRITO 24,CORRAL
JOSE ANTONIO KAST RIST,1057,24.01,comuna,DE LOS RIOS,DISTRITO 24,CORRAL
EDUARDO ANTONIO ARTES BRICHETTI,15,0.33999999999999997,comuna,DE LOS RIOS,DISTRITO 24,CORRAL
EVELYN MATTHEI FORNET,319,7.25,comuna,DE LOS RIOS,DISTRITO 24,CORRAL
HAROLD MAYNE-NICHOLLS SECUL,43,0.98,comuna,DE LOS RIOS,DISTRITO 24,CORRAL
FRANCO PARISI FERNANDEZ,2477,19.43,comuna,DE LOS RIOS,DISTRITO 24,FUTRONO
JEANNETTE JARA ROMAN,2202,17.27,comuna,DE LOS RIOS,DISTRITO 24,FUTRONO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,113,0.89,comuna,DE LOS RIOS,DISTRITO 24,FUTRONO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2310,18.12,comuna,DE LOS RIOS,DISTRITO 24,FUTRONO
JOSE ANTONIO KAST RIST,4481,35.15,comuna,DE LOS RIOS,DISTRITO 24,FUTRONO
EDUARDO ANTONIO ARTES BRICHETTI,72,0.56,comuna,DE LOS RIOS,DISTRITO 24,FUTRONO
EVELYN MATTHEI FORNET,1006,7.89,comuna,DE LOS RIOS,DISTRITO 24,FUTRONO
HAROLD MAYNE-NICHOLLS SECUL,88,0.69,comuna,DE LOS RIOS,DISTRITO 24,FUTRONO
FRANCO PARISI FERNANDEZ,6824,22.49,comuna,DE LOS RIOS,DISTRITO 24,LA UNION
JEANNETTE JARA ROMAN,6218,20.5,comuna,DE LOS RIOS,DISTRITO 24,LA UNION
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,289,0.9500000000000001,comuna,DE LOS RIOS,DISTRITO 24,LA UNION
JOHANNES KAISER BARENTS-VON HOHENHAGEN,5073,16.72,comuna,DE LOS RIOS,DISTRITO 24,LA UNION
JOSE ANTONIO KAST RIST,8511,28.05,comuna,DE LOS RIOS,DISTRITO 24,LA UNION
EDUARDO ANTONIO ARTES BRICHETTI,151,0.5,comuna,DE LOS RIOS,DISTRITO 24,LA UNION
EVELYN MATTHEI FORNET,2951,9.729999999999999,comuna,DE LOS RIOS,DISTRITO 24,LA UNION
HAROLD MAYNE-NICHOLLS SECUL,322,1.06,comuna,DE LOS RIOS,DISTRITO 24,LA UNION
FRANCO PARISI FERNANDEZ,1513,17.18,comuna,DE LOS RIOS,DISTRITO 24,LAGO RANCO
JEANNETTE JARA ROMAN,1677,19.04,comuna,DE LOS RIOS,DISTRITO 24,LAGO RANCO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,118,1.34,comuna,DE LOS RIOS,DISTRITO 24,LAGO RANCO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1492,16.939999999999998,comuna,DE LOS RIOS,DISTRITO 24,LAGO RANCO
JOSE ANTONIO KAST RIST,3041,34.52,comuna,DE LOS RIOS,DISTRITO 24,LAGO RANCO
EDUARDO ANTONIO ARTES BRICHETTI,46,0.52,comuna,DE LOS RIOS,DISTRITO 24,LAGO RANCO
EVELYN MATTHEI FORNET,853,9.68,comuna,DE LOS RIOS,DISTRITO 24,LAGO RANCO
HAROLD MAYNE-NICHOLLS SECUL,69,0.7799999999999999,comuna,DE LOS RIOS,DISTRITO 24,LAGO RANCO
FRANCO PARISI FERNANDEZ,3176,22.89,comuna,DE LOS RIOS,DISTRITO 24,LANCO
JEANNETTE JARA ROMAN,3321,23.93,comuna,DE LOS RIOS,DISTRITO 24,LANCO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,144,1.04,comuna,DE LOS RIOS,DISTRITO 24,LANCO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2216,15.97,comuna,DE LOS RIOS,DISTRITO 24,LANCO
JOSE ANTONIO KAST RIST,3832,27.610000000000003,comuna,DE LOS RIOS,DISTRITO 24,LANCO
EDUARDO ANTONIO ARTES BRICHETTI,81,0.58,comuna,DE LOS RIOS,DISTRITO 24,LANCO
EVELYN MATTHEI FORNET,1005,7.24,comuna,DE LOS RIOS,DISTRITO 24,LANCO
HAROLD MAYNE-NICHOLLS SECUL,103,0.74,comuna,DE LOS RIOS,DISTRITO 24,LANCO
FRANCO PARISI FERNANDEZ,3705,22.91,comuna,DE LOS RIOS,DISTRITO 24,LOS LAGOS
JEANNETTE JARA ROMAN,3081,19.05,comuna,DE LOS RIOS,DISTRITO 24,LOS LAGOS
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,164,1.01,comuna,DE LOS RIOS,DISTRITO 24,LOS LAGOS
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2633,16.279999999999998,comuna,DE LOS RIOS,DISTRITO 24,LOS LAGOS
JOSE ANTONIO KAST RIST,5067,31.330000000000002,comuna,DE LOS RIOS,DISTRITO 24,LOS LAGOS
EDUARDO ANTONIO ARTES BRICHETTI,80,0.49,comuna,DE LOS RIOS,DISTRITO 24,LOS LAGOS
EVELYN MATTHEI FORNET,1318,8.15,comuna,DE LOS RIOS,DISTRITO 24,LOS LAGOS
HAROLD MAYNE-NICHOLLS SECUL,127,0.7899999999999999,comuna,DE LOS RIOS,DISTRITO 24,LOS LAGOS
FRANCO PARISI FERNANDEZ,1628,25.58,comuna,DE LOS RIOS,DISTRITO 24,MAFIL
JEANNETTE JARA ROMAN,1181,18.56,comuna,DE LOS RIOS,DISTRITO 24,MAFIL
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,61,0.96,comuna,DE LOS RIOS,DISTRITO 24,MAFIL
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1016,15.96,comuna,DE LOS RIOS,DISTRITO 24,MAFIL
JOSE ANTONIO KAST RIST,1876,29.479999999999997,comuna,DE LOS RIOS,DISTRITO 24,MAFIL
EDUARDO ANTONIO ARTES BRICHETTI,35,0.55,comuna,DE LOS RIOS,DISTRITO 24,MAFIL
EVELYN MATTHEI FORNET,509,8,comuna,DE LOS RIOS,DISTRITO 24,MAFIL
HAROLD MAYNE-NICHOLLS SECUL,58,0.91,comuna,DE LOS RIOS,DISTRITO 24,MAFIL
FRANCO PARISI FERNANDEZ,4945,28.29,comuna,DE LOS RIOS,DISTRITO 24,MARIQUINA
JEANNETTE JARA ROMAN,3634,20.79,comuna,DE LOS RIOS,DISTRITO 24,MARIQUINA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,176,1.01,comuna,DE LOS RIOS,DISTRITO 24,MARIQUINA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2329,13.32,comuna,DE LOS RIOS,DISTRITO 24,MARIQUINA
JOSE ANTONIO KAST RIST,4685,26.8,comuna,DE LOS RIOS,DISTRITO 24,MARIQUINA
EDUARDO ANTONIO ARTES BRICHETTI,101,0.58,comuna,DE LOS RIOS,DISTRITO 24,MARIQUINA
EVELYN MATTHEI FORNET,1439,8.229999999999999,comuna,DE LOS RIOS,DISTRITO 24,MARIQUINA
HAROLD MAYNE-NICHOLLS SECUL,171,0.98,comuna,DE LOS RIOS,DISTRITO 24,MARIQUINA
FRANCO PARISI FERNANDEZ,3696,22.39,comuna,DE LOS RIOS,DISTRITO 24,PAILLACO
JEANNETTE JARA ROMAN,3191,19.330000000000002,comuna,DE LOS RIOS,DISTRITO 24,PAILLACO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,145,0.88,comuna,DE LOS RIOS,DISTRITO 24,PAILLACO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2720,16.479999999999997,comuna,DE LOS RIOS,DISTRITO 24,PAILLACO
JOSE ANTONIO KAST RIST,5378,32.58,comuna,DE LOS RIOS,DISTRITO 24,PAILLACO
EDUARDO ANTONIO ARTES BRICHETTI,79,0.48000000000000004,comuna,DE LOS RIOS,DISTRITO 24,PAILLACO
EVELYN MATTHEI FORNET,1181,7.1499999999999995,comuna,DE LOS RIOS,DISTRITO 24,PAILLACO
HAROLD MAYNE-NICHOLLS SECUL,118,0.71,comuna,DE LOS RIOS,DISTRITO 24,PAILLACO
FRANCO PARISI FERNANDEZ,6145,21.67,comuna,DE LOS RIOS,DISTRITO 24,PANGUIPULLI
JEANNETTE JARA ROMAN,5596,19.74,comuna,DE LOS RIOS,DISTRITO 24,PANGUIPULLI
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,348,1.23,comuna,DE LOS RIOS,DISTRITO 24,PANGUIPULLI
JOHANNES KAISER BARENTS-VON HOHENHAGEN,4677,16.5,comuna,DE LOS RIOS,DISTRITO 24,PANGUIPULLI
JOSE ANTONIO KAST RIST,8833,31.16,comuna,DE LOS RIOS,DISTRITO 24,PANGUIPULLI
EDUARDO ANTONIO ARTES BRICHETTI,187,0.6599999999999999,comuna,DE LOS RIOS,DISTRITO 24,PANGUIPULLI
EVELYN MATTHEI FORNET,2296,8.1,comuna,DE LOS RIOS,DISTRITO 24,PANGUIPULLI
HAROLD MAYNE-NICHOLLS SECUL,269,0.9500000000000001,comuna,DE LOS RIOS,DISTRITO 24,PANGUIPULLI
FRANCO PARISI FERNANDEZ,5561,21.64,comuna,DE LOS RIOS,DISTRITO 24,RIO BUENO
